,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
97627,10509711,HZ251168,05/04/2016 02:12:00 PM,065XX S DREXEL AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,ALLEY,True,False,321,3.0,20.0,42.0,26,1183349.0,1861904.0,2016,05/11/2016 03:50:55 PM,41.776257774,-87.603401116,"(41.776257774, -87.603401116)"
97845,10509713,HZ251070,05/04/2016 12:45:00 PM,044XX W WILCOX ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,1113,11.0,28.0,26.0,08B,1146887.0,1898970.0,2016,05/11/2016 03:50:55 PM,41.878743645,-87.736124908,"(41.878743645, -87.736124908)"
98171,10509715,HZ251116,05/04/2016 12:20:00 PM,037XX W POLK ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1133,11.0,24.0,27.0,08B,1151640.0,1896117.0,2016,05/11/2016 03:50:55 PM,41.870822616,-87.7187477,"(41.870822616, -87.7187477)"
98428,10509719,HZ251158,05/04/2016 02:00:00 PM,084XX S BENNETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,412,4.0,8.0,45.0,14,1190323.0,1849483.0,2016,05/11/2016 03:50:55 PM,41.742008215,-87.578234982,"(41.742008215, -87.578234982)"
98537,10509721,HZ251150,05/04/2016 01:47:00 PM,044XX W WASHINGTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1113,11.0,28.0,26.0,18,1146878.0,1900128.0,2016,05/11/2016 03:50:55 PM,41.881921503,-87.736128367,"(41.881921503, -87.736128367)"
98669,10509722,HZ251189,05/04/2016 02:35:00 PM,006XX E 67TH ST,1330,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,True,False,321,3.0,20.0,42.0,26,1181868.0,1860736.0,2016,05/11/2016 03:50:55 PM,41.773087037,-87.608866374,"(41.773087037, -87.608866374)"
98863,10509723,HZ251207,05/04/2016 02:23:00 PM,007XX N RIDGEWAY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),True,False,1112,11.0,27.0,23.0,18,1151254.0,1904680.0,2016,05/11/2016 03:50:55 PM,41.89432798,-87.719940148,"(41.89432798, -87.719940148)"
99120,10509725,HZ251111,05/04/2016 01:12:00 PM,056XX S WABASH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,225,2.0,20.0,40.0,18,1177675.0,1867725.0,2016,05/11/2016 03:50:55 PM,41.792361461,-87.62402541,"(41.792361461, -87.62402541)"
99619,10509726,HZ251151,05/04/2016 01:15:00 PM,076XX S INDIANA AVE,0460,BATTERY,SIMPLE,RESIDENCE-GARAGE,True,False,623,6.0,6.0,69.0,08B,1178917.0,1854466.0,2016,05/11/2016 03:50:55 PM,41.755949186,-87.619874557,"(41.755949186, -87.619874557)"
99663,10509733,HZ251209,05/04/2016 02:20:00 PM,015XX E 83RD PL,1360,CRIMINAL TRESPASS,TO VEHICLE,"SCHOOL, PRIVATE, GROUNDS",True,False,412,4.0,8.0,45.0,26,1187806.0,1849920.0,2016,05/11/2016 03:50:55 PM,41.743267622,-87.587443207,"(41.743267622, -87.587443207)"
99685,10509735,HZ251191,05/04/2016 12:00:00 AM,081XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,422,4.0,7.0,46.0,14,1196578.0,1851618.0,2016,05/11/2016 03:50:55 PM,41.747713921,-87.555246512,"(41.747713921, -87.555246512)"
99707,10509737,HZ251200,05/04/2016 01:38:00 PM,062XX S KOLIN AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,813,8.0,13.0,65.0,08A,1148447.0,1862773.0,2016,05/11/2016 03:50:55 PM,41.779384141,-87.731328199,"(41.779384141, -87.731328199)"
100204,10509743,HZ251198,05/04/2016 02:00:00 PM,034XX W 77TH ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,"SCHOOL, PUBLIC, BUILDING",True,False,835,8.0,18.0,70.0,18,1154616.0,1853337.0,2016,05/11/2016 03:50:55 PM,41.753369537,-87.708962817,"(41.753369537, -87.708962817)"
100897,10509749,HZ251186,05/04/2016 02:34:00 PM,054XX S SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,822,8.0,14.0,63.0,14,1155304.0,1868403.0,2016,05/11/2016 03:50:55 PM,41.794699201,-87.70603881,"(41.794699201, -87.70603881)"
101224,10509754,HZ251224,05/04/2016 06:00:00 AM,079XX S ST LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,False,624,6.0,6.0,44.0,14,1181613.0,1852449.0,2016,05/11/2016 03:50:55 PM,41.750352542,-87.610056553,"(41.750352542, -87.610056553)"
101464,10509757,HZ251203,05/04/2016 03:00:00 PM,031XX N CLIFTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1933,19.0,44.0,6.0,14,1168066.0,1921063.0,2016,05/11/2016 03:50:55 PM,41.938937458,-87.657720883,"(41.938937458, -87.657720883)"
101595,10509759,HZ251196,05/04/2016 02:30:00 PM,028XX S HARDING AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1031,10.0,22.0,30.0,06,1150506.0,1884775.0,2016,05/11/2016 03:50:55 PM,41.839720992,-87.723206926,"(41.839720992, -87.723206926)"
101835,10509760,HZ251192,05/04/2016 02:45:00 PM,013XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,131,1.0,2.0,33.0,14,1176544.0,1894234.0,2016,05/11/2016 03:50:55 PM,41.865129862,-87.627373809,"(41.865129862, -87.627373809)"
101898,10509763,HZ251130,05/04/2016 10:30:00 AM,005XX N RIDGEWAY AVE,0460,BATTERY,SIMPLE,OTHER,False,False,1122,11.0,27.0,23.0,08B,1151292.0,1903306.0,2016,05/11/2016 03:50:55 PM,41.890556838,-87.719836666,"(41.890556838, -87.719836666)"
102048,10509765,HZ251033,05/04/2016 12:20:00 PM,069XX S BISHOP ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,734,7.0,17.0,67.0,26,1167867.0,1858640.0,2016,05/11/2016 03:50:55 PM,41.767647527,-87.660250581,"(41.767647527, -87.660250581)"
102244,10509766,HZ251118,05/04/2016 01:25:00 PM,029XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,1135,11.0,28.0,29.0,08B,1157047.0,1895237.0,2016,05/11/2016 03:50:55 PM,41.868299858,-87.698920505,"(41.868299858, -87.698920505)"
102851,10509767,HZ251042,05/04/2016 01:00:00 PM,047XX W MADISON ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,False,False,1113,11.0,28.0,25.0,26,1144720.0,1899599.0,2016,05/11/2016 03:50:55 PM,41.880510799,-87.744065937,"(41.880510799, -87.744065937)"
103916,10509774,HZ251180,05/04/2016 02:30:00 PM,048XX N TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2031,20.0,40.0,4.0,08B,1157819.0,1932350.0,2016,05/11/2016 03:50:55 PM,41.970125087,-87.695072277,"(41.970125087, -87.695072277)"
104069,10509775,HZ251208,05/04/2016 02:21:00 PM,0000X E LAKE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,111,1.0,42.0,32.0,18,1177130.0,1901750.0,2016,05/11/2016 03:50:55 PM,41.885740958,-87.624994912,"(41.885740958, -87.624994912)"
104354,10509776,HZ251156,05/04/2016 02:19:00 PM,030XX N PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,2523,25.0,31.0,21.0,18,1149198.0,1919884.0,2016,05/11/2016 03:50:55 PM,41.936089289,-87.727096561,"(41.936089289, -87.727096561)"
104398,10509778,HZ251176,05/04/2016 12:00:00 PM,003XX N LARAMIE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1523,15.0,28.0,25.0,03,1141647.0,1901874.0,2016,05/11/2016 03:50:55 PM,41.886811027,-87.755293578,"(41.886811027, -87.755293578)"
104636,10509782,HZ251217,05/04/2016 03:00:00 PM,113XX S AVENUE L,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,433,4.0,10.0,52.0,06,1201893.0,1830481.0,2016,05/11/2016 03:50:55 PM,41.689578825,-87.536488075,"(41.689578825, -87.536488075)"
104767,10509787,HZ251306,05/04/2016 02:30:00 PM,016XX S CLARK ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,131,1.0,25.0,33.0,06,1175771.0,1892296.0,2016,05/11/2016 03:50:55 PM,41.859829267,-87.630269741,"(41.859829267, -87.630269741)"
104919,10509788,HZ251280,05/04/2016 01:00:00 PM,054XX S HARPER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,234,2.0,4.0,41.0,26,1187201.0,1869519.0,2016,05/11/2016 03:50:55 PM,41.797063346,-87.589038479,"(41.797063346, -87.589038479)"
105810,10509792,HZ251135,05/04/2016 01:01:00 PM,011XX N LAWNDALE AVE,2034,NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,VACANT LOT/LAND,True,False,1112,11.0,27.0,23.0,18,1151505.0,1907247.0,2016,05/11/2016 03:50:55 PM,41.901367155,-87.718950781,"(41.901367155, -87.718950781)"
106266,10509793,HZ251232,05/04/2016 03:30:00 PM,025XX N AUSTIN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),True,False,2512,25.0,29.0,19.0,26,1135972.0,1916158.0,2016,05/11/2016 03:50:55 PM,41.926111089,-87.775793077,"(41.926111089, -87.775793077)"
106353,10509794,HZ251154,05/04/2016 01:35:00 PM,027XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),True,False,1222,12.0,2.0,27.0,18,1158054.0,1899904.0,2016,05/11/2016 03:50:55 PM,41.881086082,-87.695096188,"(41.881086082, -87.695096188)"
107682,10509797,HZ251212,05/04/2016 02:56:00 PM,075XX S RACINE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,True,True,612,6.0,17.0,71.0,04B,1169626.0,1854830.0,2016,05/11/2016 03:50:55 PM,41.757154442,-87.653913374,"(41.757154442, -87.653913374)"
107748,10509798,HZ251318,05/04/2016 02:05:00 PM,020XX E 71ST ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,331,3.0,5.0,43.0,18,1190997.0,1858323.0,2016,05/11/2016 03:50:55 PM,41.766249677,-87.57548019,"(41.766249677, -87.57548019)"
108012,10509799,HZ251213,05/04/2016 03:05:00 PM,093XX S STATE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",True,False,634,6.0,6.0,49.0,08B,1177935.0,1843153.0,2016,05/11/2016 03:50:55 PM,41.724927226,-87.623815165,"(41.724927226, -87.623815165)"
108398,10509803,HZ251309,05/04/2016 04:15:00 PM,016XX W HOWARD ST,4510,OTHER OFFENSE,PROBATION VIOLATION,SIDEWALK,True,False,2422,24.0,49.0,1.0,26,1163822.0,1950346.0,2016,05/11/2016 03:50:55 PM,42.019381776,-87.672488319,"(42.019381776, -87.672488319)"
108703,10509804,HZ251273,05/04/2016 03:30:00 PM,016XX N NEWCASTLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2513,25.0,36.0,25.0,08B,1130507.0,1910185.0,2016,05/11/2016 03:50:55 PM,41.909816174,-87.796012225,"(41.909816174, -87.796012225)"
109030,10509806,HZ251233,05/04/2016 03:00:00 PM,001XX S PULASKI RD,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SIDEWALK,False,False,1122,11.0,28.0,26.0,08A,1149759.0,1898793.0,2016,05/11/2016 03:50:55 PM,41.878202613,-87.725583999,"(41.878202613, -87.725583999)"
109139,10509807,HZ251363,05/04/2016 04:50:00 PM,041XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,False,False,1115,11.0,28.0,26.0,14,1148697.0,1899688.0,2016,05/11/2016 03:50:55 PM,41.880679165,-87.729460332,"(41.880679165, -87.729460332)"
109161,10509809,HZ251310,05/04/2016 02:00:00 PM,044XX W WEST END AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1113,11.0,28.0,26.0,14,1146607.0,1900602.0,2016,05/11/2016 03:50:55 PM,41.883227385,-87.737111393,"(41.883227385, -87.737111393)"
109403,10509810,HZ251313,05/04/2016 04:10:00 PM,024XX S DRAKE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,False,False,1024,10.0,22.0,30.0,15,1153091.0,1887506.0,2016,05/11/2016 03:50:55 PM,41.84716441,-87.713648713,"(41.84716441, -87.713648713)"
109772,10509811,HZ251084,05/04/2016 06:54:00 AM,111XX S CAMPBELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2212,22.0,19.0,75.0,26,1161700.0,1830710.0,2016,05/11/2016 03:50:55 PM,41.691133317,-87.683628198,"(41.691133317, -87.683628198)"
110602,10509813,HZ251325,05/04/2016 04:15:00 PM,048XX W ADAMS ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,1533,15.0,28.0,25.0,24,1144090.0,1898892.0,2016,05/11/2016 03:50:55 PM,41.878582552,-87.746397018,"(41.878582552, -87.746397018)"
110668,10509814,HZ251353,05/04/2016 04:30:00 PM,032XX W MAYPOLE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,1123,11.0,28.0,27.0,18,1154669.0,1900797.0,2016,05/11/2016 03:50:55 PM,41.88360497,-87.707501835,"(41.88360497, -87.707501835)"
111107,10509816,HZ251257,05/04/2016 03:14:00 PM,009XX N ST LOUIS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1121,11.0,27.0,23.0,18,1152875.0,1905964.0,2016,05/11/2016 03:50:55 PM,41.897819447,-87.713952627,"(41.897819447, -87.713952627)"
111955,10509817,HZ251360,05/04/2016 04:30:00 PM,007XX W 19TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,False,False,1235,12.0,25.0,31.0,14,1171609.0,1890870.0,2016,05/11/2016 03:50:55 PM,41.856008719,-87.64558908,"(41.856008719, -87.64558908)"
112370,10509818,HZ251337,05/04/2016 03:50:00 PM,025XX N CLYBOURN AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,1931,19.0,32.0,7.0,26,1163883.0,1917044.0,2016,05/11/2016 03:50:55 PM,41.927998524,-87.673208159,"(41.927998524, -87.673208159)"
112829,10509819,HZ251225,05/04/2016 02:22:00 PM,031XX W 25TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1033,10.0,24.0,30.0,18,1155607.0,1887226.0,2016,05/11/2016 03:50:55 PM,41.846345866,-87.704422482,"(41.846345866, -87.704422482)"
113610,10509820,HZ251049,05/04/2016 12:25:00 PM,056XX W NORTH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,2531,25.0,29.0,25.0,26,1138683.0,1910077.0,2016,05/11/2016 03:50:55 PM,41.909375335,-87.765979125,"(41.909375335, -87.765979125)"
113675,10509825,HZ251254,05/04/2016 03:30:00 PM,007XX N LOTUS AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1524,15.0,37.0,25.0,08B,1139777.0,1904461.0,2016,05/11/2016 03:50:55 PM,41.893944437,-87.762097568,"(41.893944437, -87.762097568)"
113829,10509827,HZ251343,05/04/2016 04:35:00 PM,025XX W 63RD ST,0460,BATTERY,SIMPLE,CTA BUS,False,False,825,8.0,15.0,66.0,08B,1160301.0,1862792.0,2016,05/11/2016 03:50:55 PM,41.779200334,-87.687869227,"(41.779200334, -87.687869227)"
113894,10509829,HZ251007,05/04/2016 11:45:00 AM,031XX S KOSTNER AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1031,10.0,22.0,30.0,08A,1147562.0,1883379.0,2016,05/11/2016 03:50:55 PM,41.835947057,-87.734045986,"(41.835947057, -87.734045986)"
113938,10509830,HZ251406,05/04/2016 05:00:00 PM,076XX S ESSEX AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,421,4.0,7.0,43.0,08A,1194188.0,1854809.0,2016,05/11/2016 03:50:55 PM,41.756529251,-87.563899456,"(41.756529251, -87.563899456)"
114135,10509832,HZ251211,05/04/2016 12:00:00 PM,116XX S PEORIA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,524,5.0,34.0,53.0,26,1172302.0,1827766.0,2016,05/11/2016 03:50:55 PM,41.682828519,-87.644899406,"(41.682828519, -87.644899406)"
114223,10509833,HZ251299,05/04/2016 03:30:00 PM,075XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,612,6.0,17.0,71.0,06,1166987.0,1854622.0,2016,05/11/2016 03:50:55 PM,41.756640447,-87.663590843,"(41.756640447, -87.663590843)"
114794,10509835,HZ251259,05/04/2016 03:00:00 PM,0000X W 103RD ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,False,False,512,5.0,34.0,49.0,04A,1177884.0,1836676.0,2016,05/11/2016 03:50:55 PM,41.707154625,-87.624197387,"(41.707154625, -87.624197387)"
116167,10509837,HZ251351,05/04/2016 04:04:00 PM,007XX E MARQUETTE RD,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,False,321,3.0,20.0,42.0,26,1182490.0,1861419.0,2016,05/11/2016 03:50:55 PM,41.774946853,-87.606565143,"(41.774946853, -87.606565143)"
116189,10509838,HZ251274,05/04/2016 07:30:00 AM,032XX W GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1121,11.0,26.0,23.0,14,1154544.0,1906323.0,2016,05/11/2016 03:50:55 PM,41.898771348,-87.707812918,"(41.898771348, -87.707812918)"
116361,10509841,HZ251350,05/04/2016 04:23:00 PM,008XX E 87TH PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,False,632,6.0,8.0,44.0,26,1183496.0,1847146.0,2016,05/11/2016 03:50:55 PM,41.735756892,-87.603321307,"(41.735756892, -87.603321307)"
116534,10509844,HZ251315,05/04/2016 04:18:00 PM,002XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1123,11.0,28.0,27.0,08B,1153013.0,1901317.0,2016,05/11/2016 03:50:55 PM,41.885064881,-87.713569046,"(41.885064881, -87.713569046)"
116796,10509845,HZ251379,05/04/2016 05:15:00 PM,110XX S NORMAL AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,2233,22.0,34.0,49.0,26,1174934.0,1831491.0,2016,05/11/2016 03:50:55 PM,41.692992374,-87.635154167,"(41.692992374, -87.635154167)"
116840,10509850,HZ251403,05/04/2016 04:00:00 PM,006XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,False,False,1214,12.0,27.0,24.0,06,1171627.0,1903300.0,2016,05/11/2016 03:50:55 PM,41.890117125,-87.645157222,"(41.890117125, -87.645157222)"
116905,10509853,HZ251388,05/04/2016 04:15:00 PM,035XX S DAMEN AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,912,9.0,11.0,59.0,08B,1163600.0,1881129.0,2016,05/11/2016 03:50:55 PM,41.829450691,-87.675259998,"(41.829450691, -87.675259998)"
117276,10509861,HZ251377,05/04/2016 01:00:00 PM,042XX W WILCOX ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1115,11.0,28.0,26.0,08B,1148160.0,1898999.0,2016,05/11/2016 03:50:55 PM,41.878798822,-87.731449911,"(41.878798822, -87.731449911)"
117471,10509862,HZ251398,05/04/2016 04:00:00 PM,019XX S ARCHER AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, GROUNDS",True,False,131,1.0,3.0,33.0,18,1176341.0,1890924.0,2016,05/11/2016 03:50:55 PM,41.856051578,-87.628218813,"(41.856051578, -87.628218813)"
117493,10509864,HZ251427,05/04/2016 05:15:00 PM,054XX N CUMBERLAND AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1614,16.0,41.0,76.0,08B,1119317.0,1935156.0,2016,05/11/2016 03:50:55 PM,41.97852489,-87.836589041,"(41.97852489, -87.836589041)"
117557,10509866,HZ251400,05/04/2016 12:15:00 AM,041XX N PULASKI RD,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,1723,17.0,39.0,16.0,06,1148986.0,1927168.0,2016,05/11/2016 03:50:55 PM,41.956081284,-87.727686535,"(41.956081284, -87.727686535)"
117579,10509867,HZ251405,05/04/2016 12:15:00 AM,041XX N PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENTIAL YARD (FRONT/BACK),False,False,1723,17.0,39.0,16.0,11,1148986.0,1927168.0,2016,05/11/2016 03:50:55 PM,41.956081284,-87.727686535,"(41.956081284, -87.727686535)"
117623,10509868,HZ251287,05/04/2016 03:18:00 PM,019XX W 63RD ST,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,False,False,726,7.0,15.0,67.0,03,1164584.0,1862876.0,2016,05/11/2016 03:50:55 PM,41.779341548,-87.67216489,"(41.779341548, -87.67216489)"
118164,10509869,HZ251435,05/04/2016 01:00:00 AM,091XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,423,4.0,7.0,48.0,14,1194756.0,1844841.0,2016,05/11/2016 03:50:55 PM,41.729162278,-87.562145266,"(41.729162278, -87.562145266)"
118513,10509870,HZ251450,05/04/2016 05:45:00 PM,0000X S SPRINGFIELD AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1122,11.0,28.0,26.0,18,1150398.0,1899605.0,2016,05/11/2016 03:50:55 PM,41.88041839,-87.723216523,"(41.88041839, -87.723216523)"
118622,10509871,HZ251394,05/04/2016 10:00:00 AM,083XX S RACINE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,613,6.0,21.0,71.0,08B,1169774.0,1849505.0,2016,05/11/2016 03:50:55 PM,41.742538716,-87.653525166,"(41.742538716, -87.653525166)"
118689,10509874,HZ251396,05/04/2016 03:45:00 PM,022XX N CENTRAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,2515,25.0,37.0,19.0,18,1138681.0,1914356.0,2016,05/11/2016 03:50:55 PM,41.921117436,-87.765882468,"(41.921117436, -87.765882468)"
118754,10509875,HZ251474,05/04/2016 06:06:00 PM,014XX W 61ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,False,713,7.0,16.0,67.0,14,1167619.0,1864290.0,2016,05/11/2016 03:50:55 PM,41.783157165,-87.660997703,"(41.783157165, -87.660997703)"
118952,10509876,HZ251407,05/04/2016 02:00:00 PM,001XX N WABASH AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,111,1.0,42.0,32.0,08B,1176799.0,1901023.0,2016,05/11/2016 03:50:55 PM,41.883753521,-87.626232394,"(41.883753521, -87.626232394)"
119258,10509878,HZ251421,05/04/2016 07:30:00 AM,026XX S SENOUR AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,913,9.0,11.0,60.0,06,1170350.0,1886816.0,2016,05/11/2016 03:50:55 PM,41.844911779,-87.650328563,"(41.844911779, -87.650328563)"
119733,10509879,HZ251477,05/04/2016 10:00:00 AM,014XX N PARKSIDE AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,2531,25.0,29.0,25.0,08A,1138406.0,1909030.0,2016,05/11/2016 03:50:55 PM,41.906507267,-87.76702211,"(41.906507267, -87.76702211)"
120346,10509880,HZ251244,05/04/2016 03:28:00 PM,069XX S LAFAYETTE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,731,7.0,6.0,69.0,06,1177024.0,1859232.0,2016,05/11/2016 03:50:55 PM,41.769070498,-87.626668445,"(41.769070498, -87.626668445)"
120499,10509882,HZ251487,05/04/2016 07:20:00 AM,0000X W 26TH ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,False,False,133,1.0,3.0,35.0,06,1176575.0,1887109.0,2016,05/11/2016 03:50:55 PM,41.845577671,-87.627475027,"(41.845577671, -87.627475027)"
121086,10509886,HZ251375,05/04/2016 07:00:00 AM,025XX E 76TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,421,4.0,7.0,43.0,07,1194348.0,1855059.0,2016,05/11/2016 03:50:55 PM,41.757211342,-87.563304897,"(41.757211342, -87.563304897)"
121153,10509887,HZ251459,05/04/2016 05:15:00 PM,012XX N CLYBOURN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1821,18.0,27.0,8.0,06,1172828.0,1908553.0,2016,05/11/2016 03:50:55 PM,41.904505139,-87.640590874,"(41.904505139, -87.640590874)"
121196,10509888,HZ251429,05/04/2016 05:00:00 PM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1232,12.0,2.0,28.0,06,1168933.0,1898798.0,2016,05/11/2016 03:50:55 PM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
121263,10509889,HZ251358,05/04/2016 04:44:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,833,8.0,13.0,65.0,06,1145727.0,1853720.0,2016,05/11/2016 03:50:55 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
121717,10509891,HZ251410,05/04/2016 05:00:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,833,8.0,13.0,65.0,06,1145727.0,1853720.0,2016,05/11/2016 03:50:55 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
121761,10509895,HZ251453,05/04/2016 02:00:00 PM,003XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,False,False,111,1.0,42.0,32.0,11,1177242.0,1902518.0,2016,05/11/2016 03:50:55 PM,41.887845852,-87.624560336,"(41.887845852, -87.624560336)"
122370,10509897,HZ251392,05/04/2016 04:35:00 PM,064XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2512,25.0,36.0,19.0,06,1133118.0,1915251.0,2016,05/11/2016 03:50:55 PM,41.923672617,-87.786301606,"(41.923672617, -87.786301606)"
